username,komentar,waktu,varian
Andhita,"belum dicoba, tapi lengkao barangnya dan ga ada kerusakan",Lebih dari 1 tahun lalu,Varian: Beige
dayat,Terima kasih barang pesanannya sudah sampai. Respon seller cepat dan packingnya oke.,Lebih dari 1 tahun lalu,Varian: Beige
Nana,tidak menyerap air. cara pengeringan tidak sempurna,Lebih dari 1 tahun lalu,Varian: Hijau
Y***a,sesuai deskripsi,Lebih dari 1 tahun lalu,Varian: Hijau
Muhammad,"Overall delivery, packing n product baik. recommended.",Lebih dari 1 tahun lalu,Varian: Beige
Akhmad,sdh ditrima dgn baik,Lebih dari 1 tahun lalu,Varian: Hijau
Advelina,awet. bersih rapi. bersih bersih rumah.,Lebih dari 1 tahun lalu,Varian: Hijau
l***s,"Awalnya bingung kenapa copot terus, tapi liat bagian yg satu ada semacam bagian tajam ternyata utk pengait kainnyaa. Kalo dah bener masangnya enak bgt bener2 praktis, hem... ",Lebih dari 1 tahun lalu,Varian: Hijau
B***s,good,Lebih dari 1 tahun lalu,Varian: Hijau
Intan,"pengiriman cepat,gambar real",Lebih dari 1 tahun lalu,Varian: Hijau
M***d,"SANGAT2 KECEWA,BELI DUA YG SATU ISINYA SAMPAH!!!! mohon cek ulasanya sebelum membeli ditoko ini",Lebih dari 1 tahun lalu,Varian: Beige
Topan,"Produk sesuai pesanan, kualitas plastik sesuai harga, sayang velcronya kurang lengkap di sisi paling ujung, sehinggal saat dikeringkan kain lap nyangkut karena tdk meleka... ",Lebih dari 1 tahun lalu,Varian: Hijau
Oppie,sesuai deskripsi bagus banget,Lebih dari 1 tahun lalu,Varian: Beige
Adnan,barang diterima baik trims,Lebih dari 1 tahun lalu,Varian: Hijau
w***i,"paket sudah memdarat dengan aman dan sesuai pict.. semoga awet. trims toped, seller dan mas kurirnya",Lebih dari 1 tahun lalu,Varian: Hijau
rachmat,bagus barangny,Lebih dari 1 tahun lalu,Varian: Beige
D***k,🙏,Lebih dari 1 tahun lalu,Varian: Hijau
Yanto,🙏,Lebih dari 1 tahun lalu,Varian: Beige
Chun,terima kasih,Lebih dari 1 tahun lalu,Varian: Hijau
Chun,terima kasih,Lebih dari 1 tahun lalu,Varian: Hijau
Yulis,mini banget embernya,Lebih dari 1 tahun lalu,Varian: Beige
D***y,,Lebih dari 1 tahun lalu,Varian: Hijau
D***y,,Lebih dari 1 tahun lalu,Varian: Hijau
D***y,,Lebih dari 1 tahun lalu,Varian: Hijau
R***i,,Lebih dari 1 tahun lalu,Varian: Hijau
azizah,"gatau emang desain atau emang cacat pabrik, yang ngebuat kainnya nempel malah kurang di titik dimana ujungnya buat nyelupinnya",Lebih dari 1 tahun lalu,Varian: Hijau
totok,"pengiriman aman...waktu kirim masih sesuai standar. Lumayanlah bisa berfungsi dengan baik, hanya hasil perasan tidak terlalu kering.",Lebih dari 1 tahun lalu,Varian: Hijau
Chie,bagus,Lebih dari 1 tahun lalu,Varian: Beige
I***n,"Alhamdulillah ini pembelian yg ke 2x. Puas dgn pembelian pertama, disuruh ibu beli lg buat kakak",Lebih dari 1 tahun lalu,Varian: Beige
neny,istri saya marah2 sejak pakai pel ini minta beliin pel baru lagi.. 1. masa baru 2 hari pemakaian kainnya sdh tidak lengket dgn tongkat.. 2. ukuran kepala pelnya terlalu... ,Lebih dari 1 tahun lalu,Varian: Hijau
philip,mantab,Lebih dari 1 tahun lalu,Varian: Beige
C***f,produk yg bermutu dan respon seller,Lebih dari 1 tahun lalu,Varian: Beige
j***n,"respon seller cepat, barang sesuai pesanan",Lebih dari 1 tahun lalu,Varian: Hijau
Muhammad,bagus,Lebih dari 1 tahun lalu,Varian: Beige
Novia,barang sudah sampai tanpa cacat dan sesuai dengan angan-angan yg selama ini kubayangkan. pengirimannya memang lama dan melebihi estimasi waktu yg ditentukan. namun semua... ,Lebih dari 1 tahun lalu,Varian: Hijau
Sauqiftq,"pengiriman dan packing baik. sayang produknya kurang. sesuai dengan hanya harga. bagian smbungan antara kain pel dan gagang sangat tidak kuat,hanya plastik kecil, alhasi... ",Lebih dari 1 tahun lalu,Varian: Hijau
Khouli,Barangnya sangat baguslah pokoknya.,Lebih dari 1 tahun lalu,Varian: Hijau
Edi,Barangnya tidak sesuai dgn ekspletasi mudah rusak dan lemnya mudah lepas kecewa. gak sempet foto,Lebih dari 1 tahun lalu,Varian: Hijau
W***i,"Pengiriman Cepat...., Barang sesuai dengan gambar.... Mudah2an Awet...",Lebih dari 1 tahun lalu,Varian: Hijau
Bernat,"Barang sampai lebih cepat, barang aman dalam perjalanan sudah di pakai aman dan rumah bersih",Lebih dari 1 tahun lalu,Varian: Hijau
Yoko,"selalu belanja disini dan semua memuaskan, barang dikirim tepat waktu dan tidak ada yg cacat, makasih ya ditunggu promo yg lbh murah dgn brg berkwalitas",Lebih dari 1 tahun lalu,Varian: Hijau
A***e,barang bagus dapet voucher pula recomended nih,Lebih dari 1 tahun lalu,Varian: Hijau
Rinyku,barang bagus dapet voucher pula recomended nih,Lebih dari 1 tahun lalu,Varian: Hijau
Rinyku,oke,Lebih dari 1 tahun lalu,Varian: Hijau
T***I,"barang sudah diterima, belum dicoba. semoga berfungsi dengan baik dan awet",Lebih dari 1 tahun lalu,Varian: Hijau
Imron,harga murah kwalitasnya ga murahan,Lebih dari 1 tahun lalu,Varian: Hijau
Nasrul,Barangnya bagus sesuai seperti yg di iklankan,Lebih dari 1 tahun lalu,Varian: Hijau
frans,"Bagus, lebih baik drpd yg sy beli dilapak lain 55 rb tapi sticknya kurus banget, klo ini kelhtan agak kokoh, kualitas sdh diatas harga....cuma chat adminnya kelhtan agak... ",Lebih dari 1 tahun lalu,Varian: Beige
Kensidy,good,Lebih dari 1 tahun lalu,Varian: Hijau
Tambok,Sat set sat set mantaab,Lebih dari 1 tahun lalu,Varian: Hijau
Iqbal,"pengiriman cepat, bagus sesuai gambar, semoga awet",Lebih dari 1 tahun lalu,Varian: Hijau
Rizki,"Bahan plastik tidak terlalu tebal, tapi mampu digunakan untuk mengepel sesuai petunjuk.",Lebih dari 1 tahun lalu,Varian: Beige
Liffindra,lumayan lah,Lebih dari 1 tahun lalu,Varian: Hijau
yusron,Sudah dipakai buat ngepel. Lumayan lah ya harga segini. Bisa tahan 6 bulan aja udah syukur. Tapi kain pelnya agak cepet rusak baru dipakai beberapa kali,Lebih dari 1 tahun lalu,Varian: Beige
Novian,MANTABB. Bahan embernya agak tipis dan ada noda. finishingnya juga kurang oke untuk sebuah brand ternama. yang penting fungsinya masih berjalan bagus. ukurannya embernya... ,Lebih dari 1 tahun lalu,Varian: Hijau
Arif,barang bagus..enak dipakai..ringan di genggam..tapi pengirimannya lama...,Lebih dari 1 tahun lalu,Varian: Hijau
AMY,"dah dicoba, bagus",Lebih dari 1 tahun lalu,Varian: Beige
Dellya,barangnya bagus pengiriman sangat memuaskan .produk sesuai deskripsi. mantap,Lebih dari 1 tahun lalu,Varian: Hijau
P***u,packagingnya seperti asal,Lebih dari 1 tahun lalu,Varian: Beige
Tisna,"Baru beli baru pake ud gini bro, copot lem nya, sumpa murahan bgt, ga gini juga kale boss. S*mpahhhhhhhhhh!!",Lebih dari 1 tahun lalu,Varian: Hijau
Firman,mantap,Lebih dari 1 tahun lalu,Varian: Beige
D***y,mantab,Lebih dari 1 tahun lalu,Varian: Hijau
c***k,Double tape kain lap nya kurang 1 jd gak bisa meras krn sangkut 😅,Lebih dari 1 tahun lalu,Varian: Beige
Yanti,"Pesanan sudah sampai. Warna sesuai. Tetapi ada yg kurang, yaitu baut bagian bawahnya tidak ada. Mohon diperhatikan lain kali ya. Terima kasih 🙏",Lebih dari 1 tahun lalu,Varian: Beige
Adrianus,top,Lebih dari 1 tahun lalu,Varian: Beige
OOm,barang sesuai dengan harga,Lebih dari 1 tahun lalu,Varian: Hijau
R***a,oke sesuai ...semoga awet...,Lebih dari 1 tahun lalu,Varian: Hijau
Ayub,puas sesuai gambar dan petunjuk.lebih mudah pel nya.terimakasih,Lebih dari 1 tahun lalu,Varian: Hijau
Josef,Puas sekali ... !!! Puas sekali ... !!! Puas sekali ... !!!,Lebih dari 1 tahun lalu,Varian: Hijau
R***o,bagus,Lebih dari 1 tahun lalu,Varian: Beige
Fachruly,,Lebih dari 1 tahun lalu,Varian: Beige
Maria,,Lebih dari 1 tahun lalu,Varian: Hijau
Tjin,,Lebih dari 1 tahun lalu,Varian: Hijau
Riki,,Lebih dari 1 tahun lalu,Varian: Beige
N***a,,Lebih dari 1 tahun lalu,Varian: Beige
Erwin,"penipu, barang tdk sampe, hingga saat ini",Lebih dari 1 tahun lalu,Varian: Hijau
F***i,"barang yg dikirimkan sesuai, smoga awet. dikirim hanya dgn kardusnya tanpa packing, berpotensi cacat saat dikirimkan melalui ekspedisi",Lebih dari 1 tahun lalu,Varian: Hijau
Yenny,Barangnya bagus .. hanya kecewa dgn pelayanan pengiriman yg terlalu lama tdk ada updatean..,Lebih dari 1 tahun lalu,Varian: Beige
M***a,lucu,Lebih dari 1 tahun lalu,Varian: Beige
r***i,mantaaap banget,Lebih dari 1 tahun lalu,Varian: Hijau
S***n,"bagus, sesuai dengan deskripsi. embernya kecil",Lebih dari 1 tahun lalu,Varian: Hijau
Sisilia,mksh gan brng sdh ktrma,Lebih dari 1 tahun lalu,Varian: Beige
Bambang,"mantap semoga awet, terimakasih buat toko",Lebih dari 1 tahun lalu,Varian: Hijau
Bachtiar,"woooooooooowww pengiriman cepeeeeeeeet bangeeeeet kemarin pagi pesan,hari ini Dateng ,masyaallah barangnya baguuuuuus banget,TOP banget dech buat TOkonya,makasih Tokopedi... ",Lebih dari 1 tahun lalu,Varian: Beige
Dini,kiriman barang aman dan kualitas oke,Lebih dari 1 tahun lalu,Varian: Beige
O***i,ok,Lebih dari 1 tahun lalu,Varian: Hijau
Rokmat,oke lah. cocok utk si pemalas yg malas bilas2 kain pel. hahaha ukurannya mini. over all semua bahannya tipis. jika kamu type orabg pembersih maka benda ini tdk rekomen... ,Lebih dari 1 tahun lalu,Varian: Hijau
Ziva,puas tp tong airnya kekebalan. mana bisa dipakai tong airnya?,Lebih dari 1 tahun lalu,Varian: Beige
S***i,Awanya kaget barangnya kecil… dan emang bener. Embernya kecil bener… tak pikir salah order. Setelah dibuka dan dirakit ternyata “size doesn’t matter”. Kecuali pengiriman…... ,Lebih dari 1 tahun lalu,Varian: Beige
Young,pengirimannya lama bgt,Lebih dari 1 tahun lalu,Varian: Hijau
Mandika,pengirimannya lebih lama daripada official store lainnya,Lebih dari 1 tahun lalu,Varian: Beige
Khairul,respon cepat,Lebih dari 1 tahun lalu,Varian: Hijau
Jasielle,sangat bagus sesuai,Lebih dari 1 tahun lalu,Varian: Hijau
dimas,blm di coba karena mau buat kado semoga berguna dan lebih memudahkan membersihkan rumah.,Lebih dari 1 tahun lalu,Varian: Beige
purwasih,lumayan,Lebih dari 1 tahun lalu,Varian: Hijau
Ngatilah,Bagus,Lebih dari 1 tahun lalu,Varian: Hijau
T***A,Harga murah karena ada diskon dm gratis ongkir barang bagus,Lebih dari 1 tahun lalu,Varian: Beige
A***n,"Pengiriman seller nya lama.. barang nya ga sesuai deskripsi, bukan microfiber, perekat pel2 an nya juga gampang ambrol.. ga sesuai petunjuk dan deskripsi buat keringin ny... ",Lebih dari 1 tahun lalu,Varian: Hijau
Ida,"sesuai harga,,, oke deh",Lebih dari 1 tahun lalu,Varian: Hijau
a***f,"imut banget berangnya cocok buat anak kos, kualitas produk baik, pengiriman standar baik",Lebih dari 1 tahun lalu,Varian: Beige
Andik,"Bagus, warnanya soft, mungil gak makan tempat, belum dicoba semoga mudah mengoperasikannya dan gak butuh tenaga extra...tks seller",Lebih dari 1 tahun lalu,Varian: Hijau
l***i,oke,Lebih dari 1 tahun lalu,Varian: Hijau
M***h,Tnx gan harga nya ekonomis sekali,Lebih dari 1 tahun lalu,Varian: Hijau
Dito,"cukup puas,dikirain mops nya 3 ,ternyata cuma 2.",Lebih dari 1 tahun lalu,Varian: Beige
L***e,good,Lebih dari 1 tahun lalu,Varian: Hijau
Kamal,sesuai deskripsi & kualitas sesuai dengan harga,Lebih dari 1 tahun lalu,Varian: Hijau
Ricky,"produk ori, respon cepat, pengiriman ok",Lebih dari 1 tahun lalu,Varian: Hijau
A***p,barang lengkap trimakasih,Lebih dari 1 tahun lalu,Varian: Hijau
R***h,ok,Lebih dari 1 tahun lalu,Varian: Hijau
r***n,Thank you.,Lebih dari 1 tahun lalu,Varian: Beige
T***a,Thank you.,Lebih dari 1 tahun lalu,Varian: Beige
Mario,sip.. semoga Awet. aamiin,Lebih dari 1 tahun lalu,Varian: Hijau
Mario,mantaap,Lebih dari 1 tahun lalu,Varian: Hijau
SOLLIHIN,barang sampai dengan baik dan lengkap..penjual juga fast respon..semoga barang awet..🙏 makasih ..,Lebih dari 1 tahun lalu,Varian: Hijau
Ketut,sip bngt barangnya lantai lngsung kinclong dan langsung kering,Lebih dari 1 tahun lalu,Varian: Beige
Lidya,kaitnya patah😭😭😭.. kecewa,Lebih dari 1 tahun lalu,Varian: Hijau
Hafi,mantaff,Lebih dari 1 tahun lalu,Varian: Hijau
Martha,cukup dengan bintang..😁👍,Lebih dari 1 tahun lalu,Varian: Hijau
i***a,prodak bagus,Lebih dari 1 tahun lalu,Varian: Hijau
S***o,"Terimakasih gan, sudah diterima, pengirimannya cepat, makasih tim kurir dan agan penjual.",Lebih dari 1 tahun lalu,Varian: Beige
Yayan,semoga awet,Lebih dari 1 tahun lalu,Varian: Hijau
B***i,,Lebih dari 1 tahun lalu,Varian: Beige
Adi,,Lebih dari 1 tahun lalu,Varian: Hijau
C***a,,Lebih dari 1 tahun lalu,Varian: Beige
Beni,,Lebih dari 1 tahun lalu,Varian: Hijau
Ade,Bagian pengering ga muat dimasukin,Lebih dari 1 tahun lalu,Varian: Hijau
dradjat,Delivery ontime barang sesuai harga,Lebih dari 1 tahun lalu,Varian: Hijau
beni,"pengiriman cukup cepat, kualitas lumayan built quality cukup design secara fungsi mungki7n masih dibawah sedikit merk lain yg harga lebih murah",Lebih dari 1 tahun lalu,Varian: Hijau
Adeline,BRG sesuai dengan deskripsi,Lebih dari 1 tahun lalu,Varian: Hijau
Yanwar,puas,Lebih dari 1 tahun lalu,Varian: Hijau
Dito,good semoga awet,Lebih dari 1 tahun lalu,Varian: Hijau
Sirul,"pengirimannya cepat, memuaskann..",Lebih dari 1 tahun lalu,Varian: Hijau
Shubhan,barangnya bagus dan ringan. waktu ngepelnya enak cepat bersih.,Lebih dari 1 tahun lalu,Varian: Beige
A***a,"seller ramah, packing rapi, pengiriman cepat, kualitas barang OK",Lebih dari 1 tahun lalu,Varian: Hijau
Nita,teenyata kecil,Lebih dari 1 tahun lalu,Varian: Beige
A***s,"Alhamdulillah barang yang saya pesan sudah saya terima dalam kondisi baik. Barang pesanan dikemas dengan baik, rapi dan aman menggunakan box, bubble wrap dan dilapisi pla... ",Lebih dari 1 tahun lalu,Varian: Hijau
Agnes,hmmm trnyata kecil produk nya..,Lebih dari 1 tahun lalu,Varian: Hijau
Tina,daya seraph kain pel nya kurang,Lebih dari 1 tahun lalu,Varian: Beige
Supriyono,dah aku check ok. dan cepat pengirimannya,Lebih dari 1 tahun lalu,Varian: Hijau
Ahmad,"Ternyata barangnya kecil, plastiknya tipis......",Lebih dari 1 tahun lalu,Varian: Hijau
R***y,bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Ramayani,"Barang sudah sampai dengan selamat, walau packing nya kurang rapih, semoga awet. 🙏",Lebih dari 1 tahun lalu,Varian: Hijau
Julio,Lumayan tapi agak kurang pas untuk ruangan besar karena hasil perasan sangat cepat keringnya. 🙏🏻,Lebih dari 1 tahun lalu,Varian: Hijau
imam,nice,Lebih dari 1 tahun lalu,Varian: Beige
Raka,"Bagus, kemasan aja penyok",Lebih dari 1 tahun lalu,Varian: Hijau
Triawan,"Pelayanan oke dan pesanan cepat diproses. Komponen lengkap dan tidak ada yg rusak, alat berfungsi dengan baik. Sayangnya potongan plastiknya sedikit kurang rapi di bagian... ",Lebih dari 1 tahun lalu,Varian: Hijau
D***n,mantappp dan.. okkk,Lebih dari 1 tahun lalu,Varian: Hijau
Hadi,Thnks boss cargo sudah sampai belm sempat d tengok dlaamnya🙏🏻🙏🏻,Lebih dari 1 tahun lalu,Varian: Hijau
Juliansah,"fast respon & delivery harga terjangkau dengan mutu yg tdk mengecewakan packing rapi, top markotop bwt seller & abang kurirnya",Lebih dari 1 tahun lalu,Varian: Hijau
Yudi,barang sesuai....kurir terbaik....,Lebih dari 1 tahun lalu,Varian: Hijau
Nesya,"memuaskan, berfungsi dengan baik, tidak bercacat, terima kasih seller.",Lebih dari 1 tahun lalu,Varian: Hijau
Markus,produk sesuai.. respon cepat.. pengiriman cepat.. packing rapih.. semoga awet yaa.. recommended seller.. thanks yaa,Lebih dari 1 tahun lalu,Varian: Beige
Widuri,kereeenn.. simpel... enteng... pakainya gampang... irit air n obat pel... semua kotoran ngumpul... bermanfaat banget... semoga awet ya magnetnya ky nya ringkih...,Lebih dari 1 tahun lalu,Varian: Hijau
ira,"gampang lepas bag kotak yg ngepel yg kena lantai,,,pd pembelian pertama,,smg ini ke2 gapapa",Lebih dari 1 tahun lalu,Varian: Hijau
T***i,"Barang sesuai deskripsi dan dipacking aman, semoga awet",Lebih dari 1 tahun lalu,Varian: Hijau
Y***s,good,Lebih dari 1 tahun lalu,Varian: Hijau
Wayan,"kain pelnya beda dgn sebelumnya dibeli. yg atas yg baru,ini baru pemakaian 3minggu sdh lepas2 bulunya",Lebih dari 1 tahun lalu,Varian: Hijau
s***a,"Bagus, harga terjangkau dan sesuai.",Lebih dari 1 tahun lalu,Varian: Hijau
Z***a,barang datang tepat waktu. packing bagus,Lebih dari 1 tahun lalu,Varian: Beige
Erwan,mantap barang cepat smpai....,Lebih dari 1 tahun lalu,Varian: Hijau
Matius,kualitas barang bagus dan lumayan lebih kokoh dari merk lain yg pernah saya beli. sayang gak ada lubang pembuang airnya jadi mesti dituang kalo mau buang air kotornya,Lebih dari 1 tahun lalu,Varian: Hijau
L***a,sebenarnya memudahkan mengepel cm barangnya tdk awet,Lebih dari 1 tahun lalu,Varian: Hijau
Titik,"Kecil dan ringan,Lantai jadi bersih hemat air, dan naruhnya nggak makan tempat 👍🏻👍🏻👍🏻",Lebih dari 1 tahun lalu,Varian: Hijau
Monica,"MaasyaAllah barang datangnya sesuai gambar... udah di pakai... makasih seller, kurir dan tokped... sukses selalu",Lebih dari 1 tahun lalu,Varian: Beige
b***e,"ok, lumayan bgt dgn harga segitu, packingnya pun juga rapih, warna aslinya tyta cakep",Lebih dari 1 tahun lalu,Varian: Beige
Devy,ngk nyampe 24 jam sdh Dateng barangnya.. ⭐⭐⭐⭐⭐⭐⭐⭐⭐,Lebih dari 1 tahun lalu,Varian: Hijau
D***y,bagus dan mudah,Lebih dari 1 tahun lalu,Varian: Hijau
muhammad,bagus banget,Lebih dari 1 tahun lalu,Varian: Hijau
R***y,"bagus, terjangkau dan bermutu",Lebih dari 1 tahun lalu,Varian: Beige
Adilla,"sudah diterima. belum dipakai, semoga bermanfaat.bersih bersih rumah.",Lebih dari 1 tahun lalu,Varian: Beige
mijunglee,kurirnya temen yang udah lama ga ke temu ..hehe thanks gan,Lebih dari 1 tahun lalu,Varian: Hijau
Arif,,Lebih dari 1 tahun lalu,Varian: Hijau
zainul,,Lebih dari 1 tahun lalu,Varian: Hijau
Tri,,Lebih dari 1 tahun lalu,Varian: Hijau
robby,,Lebih dari 1 tahun lalu,Varian: Hijau
M***M,bersih bersih rumah.,Lebih dari 1 tahun lalu,Varian: Beige
S***l,bersih bersih rumah. awet. bersih rapi.,Lebih dari 1 tahun lalu,Varian: Beige
Aldian,"bagus, cuma rada macet di bagian pengeringnya",Lebih dari 1 tahun lalu,Varian: Hijau
Dzikri,barang cepat sampai...,Lebih dari 1 tahun lalu,Varian: Hijau
W***n,kualitas baik. packing rapih. pengiriman cepat pakai Wahana.,Lebih dari 1 tahun lalu,Varian: Hijau
Ricky,Barangnya dikirim cepat banget,Lebih dari 1 tahun lalu,Varian: Hijau
Sonny,bersih bersih rumah. awet. bersih rapi.,Lebih dari 1 tahun lalu,Varian: Hijau
rafif,"mantab, ngepel jadi mudah anjay",Lebih dari 1 tahun lalu,Varian: Hijau
N***h,"Barang sesuai deskripsi, packing rapi, kurir ramah, bisa langsung dipakai",Lebih dari 1 tahun lalu,Varian: Hijau
M***a,"brng sesuai pesanan, packing rapi, rumah jd bersih, tq",Lebih dari 1 tahun lalu,Varian: Beige
O***n,awet. bersih rapi. bersih bersih rumah.,Lebih dari 1 tahun lalu,Varian: Beige
Linda,awet. bersih bersih rumah. bersih bersih rumah. bersih rapi.,Lebih dari 1 tahun lalu,Varian: Beige
S***a,sesuai dengan gambar bersih rapi.,Lebih dari 1 tahun lalu,Varian: Hijau
Dwee,bersih bersih rumah.,Lebih dari 1 tahun lalu,Varian: Beige
H***z,"berfungsi dg baik, sesuai deskripsi",Lebih dari 1 tahun lalu,Varian: Hijau
Dwee,bersih bersih rumah.,Lebih dari 1 tahun lalu,Varian: Hijau
Dianingsih,Barang sampai keadaan bagus. Barang sesuai pesanan. Packing aman.,Lebih dari 1 tahun lalu,Varian: Hijau
D***a,bersih rapi,Lebih dari 1 tahun lalu,Varian: Hijau
M***o,awet. bersih rapi. bersih bersih rumah.,Lebih dari 1 tahun lalu,Varian: Hijau
Zhap,awet bersih rapi bersih bersih rumah,Lebih dari 1 tahun lalu,Varian: Hijau
Ludianto,"cepet sampe nya, puas bgt",Lebih dari 1 tahun lalu,Varian: Hijau
Mala,"mantap bagus keren polll, terimakasih",Lebih dari 1 tahun lalu,Varian: Hijau
Adi,responnya cepet buanget euy..msh pagi udh nyampe aja kurir,Lebih dari 1 tahun lalu,Varian: Hijau
y***o,awet bersih bersih rumah bersih rapi,Lebih dari 1 tahun lalu,Varian: Hijau
I***n,bersih bersih rumah. bersih rapi.,Lebih dari 1 tahun lalu,Varian: Hijau
F***a,kurang awet,Lebih dari 1 tahun lalu,Varian: Hijau
R***e,"luamayan sesuai harga, minimalis juga, meski kadang Agk copot2 kain pelnya",Lebih dari 1 tahun lalu,Varian: Hijau
Wiwit,bersih rapi.,Lebih dari 1 tahun lalu,Varian: Hijau
Dedeh,awet. bersih bersih rumah. bersih rapi.,Lebih dari 1 tahun lalu,Varian: Beige
Verry,kualitas sesuai harga,Lebih dari 1 tahun lalu,Varian: Beige
H***d,bersih bersih rumah. awet. bersih rapi.,Lebih dari 1 tahun lalu,Varian: Hijau
Heni,bersih bersih rumah. bersih rapi. sudah diterima tapi belum dibuka dan dicek.. yg sudah2 GM Bear ok... semoga awet dipakai..,Lebih dari 1 tahun lalu,Varian: Beige
Intan,bersih rapi,Lebih dari 1 tahun lalu,Varian: Beige
feti,bgus alat nya,Lebih dari 1 tahun lalu,Varian: Hijau
V***r,awet,Lebih dari 1 tahun lalu,Varian: Hijau
