username,komentar,waktu,varian
Adel,"maap baru Beri ulasan brng CPT smpai,,cuma kain pel nya susah msuk nya ist oke lah maap ga dibpoto lupa",Lebih dari 1 tahun lalu,Varian: Hijau
Dessy,"alat pelnya ringan, cara pakai mudah, hemat tempat",Lebih dari 1 tahun lalu,Varian: Beige
Felizha,Cepat patah,Lebih dari 1 tahun lalu,Varian: Hijau
Maisura,Barang nya ringkih. bisa dgn mudah patah. kain pelnya tipis. tidak setebal yg dibayangkan,Lebih dari 1 tahun lalu,Varian: Hijau
E***a,dateng dong cepet pula.. barang aman doubel kardus dapet yang creame pdhl pesen ijo,Lebih dari 1 tahun lalu,Varian: Beige
Y***n,"Mantaaaap kak, brg nya cepet bgt dikirimnya. packing nya rapih bgt, sesuai deskripsi tinggal dicoba aja hhe. thanks you soooo much...",Lebih dari 1 tahun lalu,Varian: Beige
rusan,respon pelapak sangat cepat,Lebih dari 1 tahun lalu,Varian: Hijau
Ita,respon dan pengiriman cepat bgt,Lebih dari 1 tahun lalu,Varian: Hijau
Sunadi,Barang cepat sekali sampainya,Lebih dari 1 tahun lalu,Varian: Hijau
Tsamrotul,Okke bngt,Lebih dari 1 tahun lalu,Varian: Hijau
R***i,paket sudah sampai barusan barang sesuai deskripsi dan bagus. cm penggunaan untuk pengering nya sulit kebuka terus tangan yg seharus nya kering jd nasah dan kotor.,Lebih dari 1 tahun lalu,Varian: Hijau
Rita,pembelian yg kedua kali nya...sayang susah cari refil nya jadi mau ga mau harus beli sepaket lagi. tp ttp top barangnya👍,Lebih dari 1 tahun lalu,Varian: Hijau
Wijang,sudah sampai dg cepat,Lebih dari 1 tahun lalu,Varian: Beige
AAP,ringan,Lebih dari 1 tahun lalu,Varian: Hijau
K***a,barang sesuai spesifikasi dan pengantaran cepat sekali,Lebih dari 1 tahun lalu,Varian: Hijau
S***y,agak susah pakainy pas masuk ke tempat yg keringin. nyangkut,Lebih dari 1 tahun lalu,Varian: Hijau
Fajar,Pengiriman cepat,Lebih dari 1 tahun lalu,Varian: Hijau
A***i,"barang sesuai yg dideskripsikan, cuman pengiriman lama banget. pesan tanggal 25 nov baru dikirim tanggal 3 des. lebih ditingkatkan lagi untuk kecepatan pengirimannya.",Lebih dari 1 tahun lalu,Varian: Hijau
Nur,puas,Lebih dari 1 tahun lalu,Varian: Hijau
ayas,Best pokoknya,Lebih dari 1 tahun lalu,Varian: Beige
GRACE,Kecil banget wkwkwk.. Pel memang lebih bersih. Tapi hati2 gagang besinya cepat karat n keropos. Murmer bolehlah....,Lebih dari 1 tahun lalu,Varian: Beige
Heru,Sesuai dengan harga,Lebih dari 1 tahun lalu,Varian: Hijau
L***a,Cepet bgd pengirimannya🥰🥰 Barang sesuai gambar,Lebih dari 1 tahun lalu,Varian: Hijau
Moch,Barang bagus sekali Mkasi....,Lebih dari 1 tahun lalu,Varian: Hijau
Siti,kok gak ada kertas keterangan cara pemakaiannya ce... ??,Lebih dari 1 tahun lalu,Varian: Hijau
S***l,pengiriman cepat brg sesuai,Lebih dari 1 tahun lalu,Varian: Beige
Marcellinus,bagus alat berfungsi memudahkan dalam mengepel,Lebih dari 1 tahun lalu,Varian: Beige
Mulyadi,oke lah not bad belum di coba. semoga awet..,Lebih dari 1 tahun lalu,Varian: Hijau
Hudang,bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Super,Ngepel jd mudah. Smoga tahan lama,Lebih dari 1 tahun lalu,Varian: Hijau
Away,mantappp..barang sesuai pesanan,Lebih dari 1 tahun lalu,Varian: Hijau
F***a,alat pelnya imut plus warnanya unyu.,Lebih dari 1 tahun lalu,Varian: Hijau
Kristi,bagus walau memang mini ukurannya,Lebih dari 1 tahun lalu,Varian: Hijau
Tokito,"Barang sampai, semoga awet dan memudahkan untuk mengepel",Lebih dari 1 tahun lalu,Varian: Hijau
H***y,semoga bisa membantu pekerjaan rumahku,Lebih dari 1 tahun lalu,Varian: Hijau
Andri,cakep..sesuai dengan gambar,Lebih dari 1 tahun lalu,Varian: Hijau
budi,barang sesuai deskripsi ringan dan praktis terima kasih juga buat kurirnya. semoga tambah sukses,Lebih dari 1 tahun lalu,Varian: Beige
Hafiz,ukuran barangnya kecil.. berat nya paling 1kg... di ongkir berat jd 2kg lebih,Lebih dari 1 tahun lalu,Varian: Hijau
s***i,saat di coba kain pelnya sering lepas karena perekatnya sedikit,Lebih dari 1 tahun lalu,Varian: Hijau
damayanti,bahanx tebal.bgus....,Lebih dari 1 tahun lalu,Varian: Beige
Akhmad,"Good. Praktis. tapi blm dicoba, semoga memang bener-bener usefull.",Lebih dari 1 tahun lalu,Varian: Beige
Linna,thank's brg sudah sampai ya,Lebih dari 1 tahun lalu,Varian: Hijau
D***a,terimakasih barang sudah sampai dengan selamat bagus barangnya tp sy tidak tau fungsi barang yg kecil itu....🙏,Lebih dari 1 tahun lalu,Varian: Hijau
Saras,"Barang smpai dengan aman, meski murah tpi kualitasnya nggak murahan. Usefull banget kak, nyaman pas pakai dan hasilnya juga bersih. Next belanja disini lagi :)",Lebih dari 1 tahun lalu,Varian: Hijau
Nita,"nyaman banget di pakainya, terimakasih",Lebih dari 1 tahun lalu,Varian: Hijau
inggat,barang imut bagus sekali saya suka banget,Lebih dari 1 tahun lalu,Varian: Hijau
wisnu,Barang nya cepat sampai,Lebih dari 1 tahun lalu,Varian: Hijau
aradea,"kualitas bahannya tipis, baik bak cucinya, tongkat pel hingga kepala pelan nya tipis semua. sesuai harga lah. diskon hanya gimmick belaka agar orang orang terpancing. mas... ",Lebih dari 1 tahun lalu,Varian: Hijau
Nelly,pas bagian di peresnya susah masuk.. tapi barang bagus,Lebih dari 1 tahun lalu,Varian: Hijau
M***d,mantap,Lebih dari 1 tahun lalu,Varian: Hijau
Prima,dengan harga segitu sudah lumayan bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Dwi,pakingnya kurang rapi.... tingkatkan layanan dlm pengirimannya...,Lebih dari 1 tahun lalu,Varian: Hijau
Mahlian,"barang bagus, puas dan gak ngecewain",Lebih dari 1 tahun lalu,Varian: Beige
Tri,Terima kasih gan pesanan sudah sampai barang ok bgt pengiriman jg cpt bgt... sukses slalu gan n terima kasih pak kurir...,Lebih dari 1 tahun lalu,Varian: Beige
F***l,"pengirimannya cepat, kualitas yang baik, semoga awet...😁",Lebih dari 1 tahun lalu,Varian: Hijau
Dewi,ada bekas kebakarnya.,Lebih dari 1 tahun lalu,Varian: Hijau
Prasetyaningtyas,Barangnya bagus sesuai dng harganya,Lebih dari 1 tahun lalu,Varian: Hijau
Junnaya,cepat sekali sampai nya....barang sesuai gambar.... recomended....,Lebih dari 1 tahun lalu,Varian: Hijau
Anita,"barang cepat sampai, belum dicoba. semoga awet",Lebih dari 1 tahun lalu,Varian: Beige
A***a,Alat pel susah masuk dalam pengeringnya,Lebih dari 1 tahun lalu,Varian: Beige
rodiyansah,suka sama barang nya cuma untuk bagian dry nya agak sedikit susah masuk nya tp overall bagus,Lebih dari 1 tahun lalu,Varian: Hijau
B***y,Knop locking di paling bawah tidak bisa langsung masuk harus di kikir terlebih dahulu,Lebih dari 1 tahun lalu,Varian: Beige
Aniek,makasih ka paketan sudah sampai fast respon tidak mengecewakan,Lebih dari 1 tahun lalu,Varian: Beige
o***a,"barangnya sesuai, memang bahannya agak tipis, tapi bagus..",Lebih dari 1 tahun lalu,Varian: Beige
Ade,mantap. packing aman banget,Lebih dari 1 tahun lalu,Varian: Beige
Burhanuddin,plastik.....!!!,Lebih dari 1 tahun lalu,Varian: Hijau
Sri,proses cepat dan barang bagus,Lebih dari 1 tahun lalu,Varian: Beige
B***b,"Cukup Puas ,, packing Rapih ,, Harga Terjangkau ,, Barang Oke ,, Thanks GM Bear",Lebih dari 1 tahun lalu,Varian: Hijau
R***i,"muantul, gak ada cacat sama sekali. thankyou seller",Lebih dari 1 tahun lalu,Varian: Hijau
Asri,Bagus. enak buat ngepel.,Lebih dari 1 tahun lalu,Varian: Hijau
Januar,perekat kainnya gampang lepas,Lebih dari 1 tahun lalu,Varian: Hijau
U***y,sesuai yg saya mau mudah cara pemasangannya trima ksh,Lebih dari 1 tahun lalu,Varian: Hijau
Ita,"krn tau brngnya sgt fungsional, praktis dan simple bgt dipke :) ... jd untuk pembelian ke2 ini, cucok bgt buat hadiah ortu yg g perlu lg ngepel pke ribet :) ... tqyu",Lebih dari 1 tahun lalu,Varian: Hijau
F***i,"produk sesuai pesanan warna beige, pengiriman cepat, packing OK tidak ada yang penyok. part lengkap dan perakitan mudah. semoga awet. terima kasih.",Lebih dari 1 tahun lalu,Varian: Hijau
Y***u,buat ngebersihin lantai yg banyak rambutnya efektif bgt karena ga nempel di pel. jadi gak perlu repot bersihin kainnya. kotoran yg terkumpul tinggal disapu setelahnya,Lebih dari 1 tahun lalu,Varian: Beige
Faisal,"pengiriman cepat packing rapih,barang sesuai gambar",Lebih dari 1 tahun lalu,Varian: Beige
Fitria,"kecil, tp bersih n ringan",Lebih dari 1 tahun lalu,Varian: Hijau
D***i,Bolong,Lebih dari 1 tahun lalu,Varian: Hijau
D***i,"barang y cepat dateng y, aku suka banget mudah juga mempergunakannya 👍👍👍",Lebih dari 1 tahun lalu,Varian: Beige
Endah,bs 2 hri sampe,Lebih dari 1 tahun lalu,Varian: Hijau
S***a,barang sesuai deskripsi,Lebih dari 1 tahun lalu,Varian: Beige
Nursanalia,,Lebih dari 1 tahun lalu,Varian: Hijau
Lisa,,Lebih dari 1 tahun lalu,Varian: Beige
Andi,,Lebih dari 1 tahun lalu,Varian: Hijau
Sukma,bagus simpel dan kepake banget,Lebih dari 1 tahun lalu,Varian: Beige
Teguh,"Product Mantapp, terima kasih GM BEAR dan tokopedia 😍",Lebih dari 1 tahun lalu,Varian: Hijau
Answita,terima GM Bear (:,Lebih dari 1 tahun lalu,Varian: Hijau
L***y,bagian dry nya agak susah d gunakan.. tp sejauh ini bagus..,Lebih dari 1 tahun lalu,Varian: Hijau
F***y,Suka banget ngepel pake ini. Cepet dan ga ribet. Tangan aman!,Lebih dari 1 tahun lalu,Varian: Hijau
Monalisa,"mantap barangnya, respon penjual cepet",Lebih dari 1 tahun lalu,Varian: Hijau
A***f,barang cepat sampae enak buat ngepel semoga awet,Lebih dari 1 tahun lalu,Varian: Hijau
Ciptadi,"pengiriman cepat, 1 hari langsung sampai.... barang bagus tanpa lecet, terimakasih",Lebih dari 1 tahun lalu,Varian: Beige
A***i,puas bgt sama produk nya,Lebih dari 1 tahun lalu,Varian: Beige
C***a,barangnya udqh nyampe tapi belum di buka.,Lebih dari 1 tahun lalu,Varian: Hijau
Habibullah,pengiriman cepat,Lebih dari 1 tahun lalu,Varian: Hijau
Dwi,Alhamdulillah barangnya sudah datang dan langsung di coba... hasilnya memuaskan .. buat ngepel bersih... Trimakasih seller dan toko obat semoga tambah laris dan berkah aa... ,Lebih dari 1 tahun lalu,Varian: Hijau
MuMinah,"Cepat sampai, barang sesuai pesanan.. bisa berfungsi dengan baik.. 🤩",Lebih dari 1 tahun lalu,Varian: Hijau
Novi,"orderan yg ke 2 kalinya, bagus banget.... modelnya modern. harga murah. pengiriman sangat cepat",Lebih dari 1 tahun lalu,Varian: Hijau
L***n,jos,Lebih dari 1 tahun lalu,Varian: Hijau
Z***l,bahannya tips,Lebih dari 1 tahun lalu,Varian: Hijau
Aditya,barang sesuai gambar & lsg di gunakan bagus produknya,Lebih dari 1 tahun lalu,Varian: Hijau
Agata,"pengiriman cpt bgt 1 hari barang sudah sampai packing nya jg sgt bagus barang ga ada lecet sdkt pun.. puas bgt blnja di toko ini,..",Lebih dari 1 tahun lalu,Varian: Beige
c***n,sesuai deskripsi 👍,Lebih dari 1 tahun lalu,Varian: Beige
K***o,"pengiriman cepet banget, barangnya juga bagusss. recommended seller",Lebih dari 1 tahun lalu,Varian: Beige
Dini,"ternyata kecil banget ya ukurannya, dan gak seelegant gambarnya. tapi lumayan lah untuk harga segitu",Lebih dari 1 tahun lalu,Varian: Hijau
A***h,sesuai ekspektasi seller fast respon,Lebih dari 1 tahun lalu,Varian: Hijau
w***i,"bagus, barang cepat sampai, thanks",Lebih dari 1 tahun lalu,Varian: Hijau
E***a,alhamdulillah puas,Lebih dari 1 tahun lalu,Varian: Hijau
darojati,mantaaappp respon sangat cepat 👍👍👍👍,Lebih dari 1 tahun lalu,Varian: Hijau
Gamawan,Barangnya bagus berfungsi dengan baik cuma pakainya harus hati2 karena sambungan gagang ke kain pelnya plastik yg tidak terlalu tebal kurirnya juga ramah sekali,Lebih dari 1 tahun lalu,Varian: Beige
A***h,barng sesuai pesanan dan sangat berguna bagi yang males peras2 pel,Lebih dari 1 tahun lalu,Varian: Hijau
Atikah,Juosss gandossss,Lebih dari 1 tahun lalu,Varian: Hijau
FARREL,barang sudah sampai dengan selamat....pengiriman cepat n kurir ramah...terimakasih,Lebih dari 1 tahun lalu,Varian: Hijau
Ayu,barang sesuai pesanan. mantap,Lebih dari 1 tahun lalu,Varian: Beige
Evi,Barangnya bagus. 👍🏼👍🏼,Lebih dari 1 tahun lalu,Varian: Hijau
Nelly,bagusss barangnya.. puas bgt bisa jadi langganan. tp kurirnya yg lama. kapan2 belanja lg kesini.,Lebih dari 1 tahun lalu,Varian: Hijau
Danang,kemasan pengiriman,Lebih dari 1 tahun lalu,Varian: Hijau
Titi,"kecil, lumayan lahh... semoga awet",Lebih dari 1 tahun lalu,Varian: Beige
r***a,Barang sesuai pesanan. pengiriman sangat cepat,Lebih dari 1 tahun lalu,Varian: Beige
thenoviindrayani,respon cepat harga bersaing produk sangat baik pengiriman super cepat (DKi jakarta) order tengah malem - siang hari sampai 😁 (tgl yg sama). luarbiasa 😍👍👍,Lebih dari 1 tahun lalu,Varian: Beige
A***N,"Ga ada lubang pembuangan airnya,mau masuk ke lubang dry susah",Lebih dari 1 tahun lalu,Varian: Hijau
Idham,kualitas plastiknya agak kurang kokoh,Lebih dari 1 tahun lalu,Varian: Hijau
Wisnoe,membantu banget buat bersihin rumah.. kalau saya pake sapu skalian pel..praktis dan debu halus ilang smua..,Lebih dari 1 tahun lalu,Varian: Beige
Arif,"oooh ternyata imut"" barangnya tapi sesuai harga lah maaf ga di photo",Lebih dari 1 tahun lalu,Varian: Hijau
onie,terimakasih barang sudah sampai sesuai pesanan,Lebih dari 1 tahun lalu,Varian: Hijau
A***s,barangnya mantap 👍 terimakasih,Lebih dari 1 tahun lalu,Varian: Hijau
s***n,barang lumayan bagus...semoga awet az.,Lebih dari 1 tahun lalu,Varian: Hijau
Darmanto,sesuai orderan...kardusnya polos ga ada warnanya...hahaha,Lebih dari 1 tahun lalu,Varian: Hijau
Budhi,sayank baut gak ada. lainya ok.,Lebih dari 1 tahun lalu,Varian: Beige
enung,"Barang ok, sesuai harga nya",Lebih dari 1 tahun lalu,Varian: Hijau
RiyoZ,"produk original, harga produk sangat baik",Lebih dari 1 tahun lalu,Varian: Hijau
I***k,,Lebih dari 1 tahun lalu,Varian: Hijau
Christiana,,Lebih dari 1 tahun lalu,Varian: Beige
Demora,,Lebih dari 1 tahun lalu,Varian: Hijau
F***d,Barang sesuai deskripsi dan pengiriman juga cepat,Lebih dari 1 tahun lalu,Varian: Beige
M,"mantap, makasih gan",Lebih dari 1 tahun lalu,Varian: Beige
Defran,"alhamdulillah barang sudah sampe, belum unboxing hihi",Lebih dari 1 tahun lalu,Varian: Beige
j***n,"Barang lengkap, sesuai pict, bagus, semoga awet, terimakasih",Lebih dari 1 tahun lalu,Varian: Hijau
F***i,"Pemakaiannya lebih mudah drpd model yg tanpa tempat pembersih, untuk pemakaian dan pembersihan simple bgt g pke cape poqonya, dan ringan lgi... suka bgt, tqyu",Lebih dari 1 tahun lalu,Varian: Hijau
W***g,barang bagus dan pengiriman juga cepat sayangnya dudukan untuk bawah gak ada bautnya.....harus cari sendiri,Lebih dari 1 tahun lalu,Varian: Beige
Aman,Barangnya bagus sesuai deskripsi produk. Semoga awet....,Lebih dari 1 tahun lalu,Varian: Beige
purnadi,responya cuepaettt,Lebih dari 1 tahun lalu,Varian: Hijau
I***i,"produk sesuai gambar, pengiriman cepat. terima kasih",Lebih dari 1 tahun lalu,Varian: Hijau
R***Y,produk bagus dan kiriman cepat,Lebih dari 1 tahun lalu,Varian: Hijau
Radhi,"Nice Product, sesuai dengan deskripsi, seller sangat responsif dan komunikatif. Ane bakal RO pagi nih. Thanks Gan!",Lebih dari 1 tahun lalu,Varian: Hijau
G***a,"baut nya gak ada,barang sesuai harga.terimakasih",Lebih dari 1 tahun lalu,Varian: Beige
Maxi,"Bagus, jadi enak ngepelnya..... Mannntttaapppp......",Lebih dari 1 tahun lalu,Varian: Hijau
E***o,barang bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Adi,barang bagus tidak ada yg kurang,Lebih dari 1 tahun lalu,Varian: Hijau
fachri,"sesuai gambar, sesuai harga",Lebih dari 1 tahun lalu,Varian: Beige
Nonik,barang sesuai,Lebih dari 1 tahun lalu,Varian: Beige
Dewi,pokokx kl pake JNE pasti lemot & kurirx g ramah,Lebih dari 1 tahun lalu,Varian: Beige
NandarDre,Sesuai deskripsi dan pengiriman cepat,Lebih dari 1 tahun lalu,Varian: Hijau
ferdi,alat pel kurang besar,Lebih dari 1 tahun lalu,Varian: Hijau
J***s,"udh beberapa kali order barang disini , barang sesuai deskripsi dan pengiriman juga cepat. pokoknya Recommendeh...",Lebih dari 1 tahun lalu,Varian: Hijau
M***y,"Puas.. sudah di coba, gampang penggunaan, mempermudah pekerjaan rumah.. plus dapat 2 kainnya.. Pengirimannya juga cepat..",Lebih dari 1 tahun lalu,Varian: Beige
Michael,produknya bagus banget!,Lebih dari 1 tahun lalu,Varian: Hijau
Lidiah,"ini pembelian saya yang kedua, tapi tutupnya kurang rapat di bagian perasnya. pengiriman tanpa bubble wrap hanya dus original dari kain pel itu saja.",Lebih dari 1 tahun lalu,Varian: Beige
Y***p,"produk ringkas, hanya bucket kurang berat jd waktu diperas, bucket terangkat",Lebih dari 1 tahun lalu,Varian: Beige
I***n,"barang bagus, admin fast respon dan pengiriman cepat.👍",Lebih dari 1 tahun lalu,Varian: Beige
Davin,"harga murah, respon penjual cepat, penjual ramah, pengiriman cepat, packing aman & rapi, produk sesuai. Recommended deh....",Lebih dari 1 tahun lalu,Varian: Beige
Cynthia,"Saya pesan type 1079 tp yg dikirim type 1095, namun masih okelah hampir sama tampilannya. Respon cepat. Trima kasih.",Lebih dari 1 tahun lalu,Varian: Beige
Bangnes,Makasih produk bagus 👍,Lebih dari 1 tahun lalu,Varian: Hijau
DewaQu,"belum dipakai sih...tp kelihatan nya whokeh, pengiriman cepat....karena pk si cepat....",Lebih dari 1 tahun lalu,Varian: Hijau
O***h,thank you seller 🙏 produk sesuai 👍,Lebih dari 1 tahun lalu,Varian: Hijau
s***g,"pesanan sesuai orderan. tetapi tolong di QC PASS dl y sebelum dikirim, dikasih kaitan bawah tapi ga dikasi bautnya..😅..so far, untuk kelengkapan lain masi ok. tq.",Lebih dari 1 tahun lalu,Varian: Beige
P***i,tempat dry nya ga cukup untuk dimasukkan alat pel nya (kekecilan tempatnya),Lebih dari 1 tahun lalu,Varian: Beige
Jongki,barang sesuai diskripsi.. 👍👍👍 courier.... 👍👍👍 packing kurang memadai untung nda ada yg rusak n cacat... semoga awet...,Lebih dari 1 tahun lalu,Varian: Hijau
Umi,"keren banget, sangat usefull sekali 😍",Lebih dari 1 tahun lalu,Varian: Beige
TITI,sesuai harapan,Lebih dari 1 tahun lalu,Varian: Beige
Arnold,"Baru pakai beberapa kali dan belum sebulan sudah patah, bahannya tipis sekali sehingga mudah patah.",Lebih dari 1 tahun lalu,Varian: Hijau
Rasman,mantap . model ya imut bngt,Lebih dari 1 tahun lalu,Varian: Hijau
Sonson,sesuai deskripsi..,Lebih dari 1 tahun lalu,Varian: Beige
M***r,"standar, tidak sekokoh harapan",Lebih dari 1 tahun lalu,Varian: Beige
AGUS,"cepat dan sesuai dengan gambar , semoga awet. sayangnya tidak ada buku panduan nya.",Lebih dari 1 tahun lalu,Varian: Beige
emy,"Alatnya bagus, simple, dan bersih pelannya.. jadi gak males ngepel lagi 😂",Lebih dari 1 tahun lalu,Varian: Hijau
A***l,barang berfungsi dengan baik,Lebih dari 1 tahun lalu,Varian: Hijau
Y***n,Good product,Lebih dari 1 tahun lalu,Varian: Hijau
N***r,"barang bagus cepat pengantaran nya, terima kasih",Lebih dari 1 tahun lalu,Varian: Beige
hobbies,semoga awet dan bagus...,Lebih dari 1 tahun lalu,Varian: Hijau
Rahmat,"respon cepat,barang sesuai deskripsi,pengiriman sesuai yg tertera.",Lebih dari 1 tahun lalu,Varian: Beige
Hetty,bagus,Lebih dari 1 tahun lalu,Varian: Hijau
Yanto,Brng bgus minus mur,Lebih dari 1 tahun lalu,Varian: Hijau
Ayu,,Lebih dari 1 tahun lalu,Varian: Beige
Roza,Barangnya mantap dan keren. Cuma kainnya aja agak tipis.👍,Lebih dari 1 tahun lalu,Varian: Hijau
Fiara,"Barangnya okee aman sampe rumah, tp bagian tutupnya ga bisa dibuka sebelah, gatau emang gitu atau ga. Tp keseluruhan bagus sih.",Lebih dari 1 tahun lalu,Varian: Beige
I***n,"bekerja baik, mudah2an awet, terima kasih",Lebih dari 1 tahun lalu,Varian: Hijau
Agustin,"Packingnya bagus, barangnya oke bgt, ramping ringan tp gak abal2",Lebih dari 1 tahun lalu,Varian: Hijau
A***n,Mantaaap,Lebih dari 1 tahun lalu,Varian: Beige
Yuli,"kami beli 2 barang , yg dtg hanya 1 aja , kurang yg scoop dan kemucing atas",Lebih dari 1 tahun lalu,Varian: Hijau
tya,ternyata ok dgn hrga yg murah..,Lebih dari 1 tahun lalu,Varian: Hijau
Sumardi,"Barang sesuai deskripsi. Pengiriman cepat, papan pel rata. Kain pel tebal. Mantab...",Lebih dari 1 tahun lalu,Varian: Beige
Arvel,"responnya sangat baik, barangnya keren berfungsi dengan baik, makasih banyak gan sukses selalu",Lebih dari 1 tahun lalu,Varian: Hijau
Mas,Pengirimannya cepaat...respon cepat barangnya juga lumayan sesuai harga daah...kurirnya bingung cari alamat,Lebih dari 1 tahun lalu,Varian: Hijau
Figlenia,Bersih jg,Lebih dari 1 tahun lalu,Varian: Hijau
Fitri,kira2 beli refill kain pel jya dimana ya?? sepertinya akan cepet rusak,Lebih dari 1 tahun lalu,Varian: Beige
Timotiusheryyanto,respon cepat barang aman terimakasih 🙏👍😄,Lebih dari 1 tahun lalu,Varian: Hijau
Citra,barang nya sippp sesuai harga dan sangat bermanfaat.,Lebih dari 1 tahun lalu,Varian: Beige
Nabilsyandana,pengiriman cepat..recomended,Lebih dari 1 tahun lalu,Varian: Hijau
Ratna,penjual membatalkan pembatalan dari pembeli,Lebih dari 1 tahun lalu,Varian: Beige
Syarifah,Ternyata ukurannya kecil 😁,Lebih dari 1 tahun lalu,Varian: Hijau
G***r,Lumayan lah ini. Buat ngepel kamar atau apartment kecil” an gt. Karna ternyata ini kecil bgt sih ukuranya. Smoga aja bisa agak awet ya. Response seller kurang bisa menjaw... ,Lebih dari 1 tahun lalu,Varian: Beige
W***e,"kualitas plastik nya kurang bagus, pewarnaan tidak merata, apa karena memang ini barang rejek dan dijual murah. tapi utk pelayanannya sangat bagus, cepat.",Lebih dari 1 tahun lalu,Varian: Hijau
E***e,kurang nyaman,Lebih dari 1 tahun lalu,Varian: Hijau
abdul,Barang sesuai spec dan pengiriman sangat cepat 😊🙏,Lebih dari 1 tahun lalu,Varian: Hijau
Rudy,"Produk bagus sesuai pesanan,semoga awet",Lebih dari 1 tahun lalu,Varian: Beige
dewi,ok,Lebih dari 1 tahun lalu,Varian: Hijau
a***k,"Pas datang, langsung dicoba. Udah semangat mau ngepel nih, eh.. pas dicoba rupanya pel dan tempat pengeringnya ya fit. Tempat pengeringnya lebih kecil. Jadi ya lebih ribe... ",Lebih dari 1 tahun lalu,Varian: Beige
t***a,"produk sdh diterima dengan baik, cuma tidak ada buku panduannya ajah..jd mikir sendiri utk masangnya.. Agak ringkih ya kalo kalo tidak diisi dengan air, walaupun sudah di... ",Lebih dari 1 tahun lalu,Varian: Hijau
M***a,"Ukurannya kecil, kualitas penampakannya tidak secantik di gambar. Butuh ekstra tenaga untuk bersihkan noda di lantai, padahal alat pel biasa di pasaran bisa membersihkan... ",Lebih dari 1 tahun lalu,Varian: Hijau
E***y,mantb,Lebih dari 1 tahun lalu,Varian: Hijau
a***i,"sesuai diskripsi, cepat kirim.",Lebih dari 1 tahun lalu,Varian: Beige
Widjaja,cukup bintang yg memberi penjelasan,Lebih dari 1 tahun lalu,Varian: Beige
Agus,Trima ksih.. barangny bgus..,Lebih dari 1 tahun lalu,Varian: Beige
Neneng,kwalitas kurang baik,Lebih dari 1 tahun lalu,Varian: Hijau
Randy,"barangnya bagus sesuai dengan yg digambar, dan proses pengirimannya cepat",Lebih dari 1 tahun lalu,Varian: Beige
Musdalifa,Gak ada pembuangan air yg dibawah. bagian depan alat pel nya gak ada perekat. Jadi susah utk bersihkan dan peras karena microfibernya naik terus pas dimasukkan ke baknya,Lebih dari 1 tahun lalu,Varian: Hijau
rnd,"pengiriman cepat, barangnya bagus, ringan",Lebih dari 1 tahun lalu,Varian: Beige
Dody,mantap,Lebih dari 1 tahun lalu,Varian: Beige
L***a,"Terimakasih barang telah tiba, proses cepat.",Lebih dari 1 tahun lalu,Varian: Hijau
A***g,👍,Lebih dari 1 tahun lalu,Varian: Hijau
D***d,"mantap,,, simpel dan praktis barang sesuai harga",Lebih dari 1 tahun lalu,Varian: Beige
F***y,Respon n pengiriman cepat 👍🏼,Lebih dari 1 tahun lalu,Varian: Beige
Z***l,biasa saja box penyok dalam nya spy refurbished,Lebih dari 1 tahun lalu,Varian: Beige
mustika,mantaaap,Lebih dari 1 tahun lalu,Varian: Beige
Deny,"puas belanja di sini , ini udah belanja yg ke 2x nya di sini , semuanya puas barng pun sesuai dan ok .",Lebih dari 1 tahun lalu,Varian: Hijau
Tomiari,"bagus..tapi pengeringnya tidak maksimal,karena alat pelnya nyangkut terus",Lebih dari 1 tahun lalu,Varian: Hijau
Achmad,Terima kasih,Lebih dari 1 tahun lalu,Varian: Hijau
Maya,"lebih cepat dan bersih, hak makan waktu jadinya.....",Lebih dari 1 tahun lalu,Varian: Hijau
YUNIATI,"tidak bisa dipake ,dan patah",Lebih dari 1 tahun lalu,Varian: Hijau
A***L,ternyata untuk bs menjanhkahnseluruh Kaina pel posisi menjepit hrs penuh air rendamannya,Lebih dari 1 tahun lalu,Varian: Beige
DEDE,,Lebih dari 1 tahun lalu,Varian: Beige
A***s,,Lebih dari 1 tahun lalu,Varian: Hijau
Mia,,Lebih dari 1 tahun lalu,Varian: Beige
W***y,"pengirimannya cepat.. packing aman ..ternyata ukuran kecil ,compact ya.. jadi ringkas ..ga berat jg..terimakasih",Lebih dari 1 tahun lalu,Varian: Hijau
Laili,barang sampai dan di pakai. semoga awetnya lama.,Lebih dari 1 tahun lalu,Varian: Beige
Y***a,Terima kasih barangnya sudah sampai. packing oke dan Respon seller cepat.,Lebih dari 1 tahun lalu,Varian: Hijau
r***h,Iya suka banget dan berguna trus modelya sm kualitas brg ya bagus,Lebih dari 1 tahun lalu,Varian: Beige
moh,bagus,Lebih dari 1 tahun lalu,Varian: Hijau
p***a,barang mantap...kualitas top... sesuai harga...pokokny gk bikin kecewa...kurir top.,Lebih dari 1 tahun lalu,Varian: Hijau
Caryono,kecil cie,Lebih dari 1 tahun lalu,Varian: Beige
P***i,"good product, good seller, fast delivery, good packaging... recommended seller... 👍👍👍👍",Lebih dari 1 tahun lalu,Varian: Beige
WAHYU,"barang datang packing bagus, alat tdk rusak",Lebih dari 1 tahun lalu,Varian: Beige
